US Females T-20		US Females T+20		Hadza T-20		Hadza T+20		Type II T-20		Type II T+20
0.2610114		0.4864556		0.3147113		0.4761914		0.4276364		0.4429306
0.2605764		0.486418		0.3147156		0.4761301		0.4273106		0.4429431
0.2601352		0.4863802		0.3140071		0.4760569		0.4272167		0.4429719
0.2598602		0.4863405		0.3138093		0.4759607		0.4271998		0.4430137
0.2596835		0.4863013		0.3131277		0.4758527		0.4271556		0.4430868
0.2592712		0.4862631		0.312398		0.4757371		0.4271393		0.4431451
0.2591726		0.4862234		0.312031		0.4756156		0.4269624		0.4432262
0.259214		0.4861857		0.3123345		0.4754889		0.4265496		0.4433127
0.2590313		0.4861482		0.3123487		0.475362		0.4262767		0.4433881
0.2586856		0.4861106		0.3121915		0.4752431		0.4261457		0.4434592
0.2583349		0.4860733		0.312152		0.4751246		0.4261719		0.4434942
0.2582151		0.4860382		0.3123033		0.4750241		0.4260052		0.4435003
0.2580957		0.4860042		0.3125471		0.4749391		0.4261133		0.4434935
0.2579517		0.4859717		0.3123415		0.4748664		0.4259393		0.4434388
0.2577457		0.4859414		0.3120597		0.4748173		0.4259299		0.4433557
0.2574724		0.4859108		0.3119248		0.4747912		0.4256934		0.4432477
0.2572364		0.4858808		0.3115471		0.4747767		0.4255627		0.4430897
0.2569897		0.4858517		0.3116489		0.474778		0.4253474		0.4428885
0.2566268		0.4858228		0.3113691		0.4747968		0.4251935		0.4426831
0.2565034		0.4857941		0.3113223		0.4748308		0.4251008		0.4424355
0.256239		0.4857669		0.3113635		0.4748694		0.4249218		0.4421671
0.2558291		0.4857401		0.3112857		0.4749125		0.424994		0.4418757
0.255288		0.4857134		0.311512		0.4749586		0.424912		0.4415717
0.2549508		0.4856867		0.3115586		0.4749854		0.4246463		0.44127
0.2548922		0.4856619		0.3113198		0.4750057		0.4247006		0.4409609
0.2547643		0.4856381		0.3117239		0.4750115		0.4245556		0.4406579
0.2544941		0.4856161		0.3116144		0.4750011		0.4245908		0.4403452
0.2542046		0.4855956		0.3115656		0.4749697		0.4243411		0.4400517
0.2540031		0.4855752		0.3112209		0.4749166		0.4241024		0.4397599
0.2536842		0.4855565		0.3111871		0.4748452		0.4240596		0.4394717
0.2533092		0.4855377		0.3108734		0.4747465		0.4238742		0.4392007
0.2530975		0.4855209		0.3107861		0.4746381		0.4238225		0.4389522
0.2528292		0.4855029		0.3101875		0.4745186		0.4236641		0.438707
0.2525481		0.4854867		0.3099169		0.4743833		0.4236613		0.4384658
0.2524504		0.4854697		0.3097647		0.4742538		0.4238019		0.4382366
0.2521481		0.4854536		0.3095512		0.4741083		0.4237638		0.438019
0.2519334		0.485438		0.309294		0.4739672		0.4236188		0.4378085
0.2516309		0.4854217		0.3087618		0.4738315		0.4236611		0.4376175
0.2513173		0.4854056		0.3085393		0.4737019		0.4235908		0.4374282
0.2511492		0.4853893		0.3079798		0.4735906		0.4235982		0.437245
0.2510286		0.4853722		0.3078187		0.473485		0.4234583		0.4370957
0.2507303		0.485356		0.307714		0.4733874		0.4232278		0.436963
0.2502722		0.4853394		0.3078146		0.4733057		0.4232658		0.4368488
0.2499204		0.4853224		0.3074256		0.4732398		0.4232049		0.4367553
0.2497038		0.4853037		0.3070606		0.4731827		0.4230244		0.4366898
0.2497419		0.485287		0.306963		0.4731357		0.4226757		0.436665
0.249601		0.4852718		0.3066529		0.4730968		0.4225943		0.4366536
0.249291		0.4852554		0.3061239		0.4730619		0.4224522		0.4366588
0.2489158		0.4852388		0.3055313		0.4730281		0.4224008		0.4367018
0.248657		0.485223		0.3057052		0.472999		0.4221879		0.4367645
0.2485417		0.4852077		0.3055518		0.4729707		0.4220316		0.4368234
0.2481518		0.4851935		0.3054908		0.4729514		0.4220385		0.4369295
0.2478124		0.4851784		0.3056662		0.4729433		0.4219922		0.4370206
0.2474423		0.4851671		0.305326		0.4729432		0.4217164		0.4371011
0.2470767		0.4851543		0.3049289		0.4729506		0.4217863		0.4371765
0.2466659		0.485143		0.3045114		0.4729656		0.4217496		0.4372377
0.2462981		0.4851307		0.3047441		0.4729944		0.4215673		0.4372939
0.2460123		0.4851211		0.304962		0.4730367		0.421377		0.4373052
0.2460427		0.4851132		0.3046836		0.4730842		0.4212592		0.4373099
0.2459753		0.4851047		0.3043259		0.4731438		0.4211464		0.4372836
0.2455353		0.4850966		0.3040535		0.473204		0.4211533		0.4372347
0.2451827		0.4850891		0.3038477		0.4732519		0.4210693		0.4371637
0.2448705		0.4850805		0.3036537		0.4733024		0.4207833		0.4370472
0.24467			0.4850718		0.3031806		0.4733441		0.4208412		0.4369212
0.2445636		0.4850643		0.3028989		0.4733736		0.4208627		0.4367582
0.2443426		0.4850563		0.3033827		0.4733991		0.4208504		0.4365523
0.2442097		0.4850468		0.3035088		0.4734067		0.4208371		0.4363156
0.2440672		0.4850373		0.3030615		0.4733966		0.4208424		0.4360787
0.2437996		0.4850274		0.303053		0.4733818		0.4207658		0.4358179
0.2434441		0.4850156		0.302503		0.473359		0.4204855		0.4355298
0.243132		0.4850051		0.3023042		0.4733259		0.4203837		0.4352375
0.2429211		0.4849939		0.3022051		0.4732787		0.4201318		0.4349365
0.2427271		0.4849811		0.3025018		0.473227		0.4202045		0.4346381
0.2424547		0.4849663		0.3021523		0.4731617		0.4202292		0.4343362
0.2422286		0.4849521		0.3016042		0.4730871		0.4199142		0.4340424
0.2418124		0.4849366		0.3015829		0.4730005		0.4199004		0.4337507
0.2414274		0.4849194		0.3014775		0.4729044		0.4199256		0.4334599
0.2412586		0.4848998		0.3010662		0.4728066		0.4198594		0.4331813
0.2412058		0.4848815		0.300897		0.4726996		0.419651		0.4329023
0.2411953		0.4848619		0.3002502		0.4725833		0.4196076		0.4326473
0.2409272		0.4848429		0.300246		0.4724665		0.419585		0.432413
0.2407629		0.4848237		0.2998093		0.4723469		0.4193501		0.4321847
0.2406343		0.4848054		0.2994295		0.4722341		0.4194272		0.4319638
0.2405074		0.4847887		0.2989758		0.4721315		0.4191419		0.4317521
0.2404211		0.4847721		0.2987694		0.472033		0.4188382		0.4315359
0.2404112		0.4847592		0.2986151		0.4719441		0.4188898		0.4313356
0.2402655		0.4847465		0.2985695		0.4718681		0.4187145		0.4311536
0.240319		0.4847371		0.2984882		0.4718046		0.4186697		0.4309801
0.2402522		0.4847283		0.2984312		0.471751		0.4184477		0.430833
0.2400098		0.4847198		0.2983222		0.4717093		0.4183865		0.4306846
0.2397749		0.4847105		0.2981197		0.4716809		0.4182164		0.4305315
0.2393746		0.4847028		0.2983078		0.4716643		0.4182301		0.4304013
0.2391779		0.4846955		0.2981066		0.471655		0.4180381		0.4302921
0.2390587		0.4846881		0.2975563		0.4716507		0.4179496		0.4302019
0.2389216		0.4846768		0.2972809		0.4716523		0.4178259		0.4301281
0.2387853		0.4846663		0.2970251		0.471646		0.4176253		0.430047
0.2386281		0.4846541		0.2970028		0.4716523		0.4176472		0.4299919
0.2385198		0.484641		0.2966489		0.4716647		0.4176616		0.4299272
0.2383959		0.4846272		0.2966027		0.4716708		0.4175352		0.4298709
0.2381389		0.4846127		0.2965023		0.4716767		0.4175802		0.4298388
0.2377595		0.484596		0.2964377		0.4716845		0.4178203		0.4297995
0.2374958		0.4845776		0.2961545		0.4716921		0.4176624		0.4297604
0.2372888		0.4845594		0.2958969		0.4717013		0.4175174		0.4297292
0.2369999		0.4845409		0.2961357		0.4717086		0.4175194		0.4296936
0.2368138		0.4845223		0.2956077		0.4717173		0.4172069		0.4296694
0.2365028		0.4845044		0.2951869		0.4717273		0.4170385		0.4296312
0.2363968		0.484486		0.2950066		0.4717363		0.416882		0.4295873
0.2361663		0.484469		0.2944453		0.4717435		0.4168423		0.4295289
0.2359948		0.4844505		0.2944616		0.4717465		0.4165991		0.4294448
0.2356551		0.4844318		0.2940509		0.4717549		0.4165842		0.4293445
0.2352521		0.4844142		0.2938403		0.4717553		0.4166065		0.4292211
0.2350685		0.4843977		0.2932914		0.4717549		0.4164117		0.4290732
0.2348097		0.4843816		0.2935267		0.4717547		0.4163496		0.4288963
0.2344791		0.4843658		0.2932			0.4717443		0.4162558		0.4287062
0.234141		0.4843509		0.2927977		0.471736		0.4160526		0.4285041
0.2338446		0.4843357		0.292457		0.4717179		0.4160208		0.4282871
0.23364			0.4843208		0.2919436		0.4716893		0.4161502		0.4280675
0.2334211		0.4843076		0.2918726		0.471656		0.4159579		0.4278332
0.2331504		0.4842943		0.2911361		0.4716122		0.4158598		0.427571
0.2328816		0.4842816		0.2906697		0.4715692		0.4158352		0.4273265
0.2324795		0.4842701		0.2904704		0.4715184		0.4156024		0.4270882
0.2322601		0.4842582		0.2905449		0.4714524		0.4154182		0.4268606
0.2317962		0.4842467		0.2906469		0.4713784		0.4150412		0.4266176
0.2313971		0.4842366		0.2904147		0.4713013		0.4148796		0.4263791
0.2310754		0.4842285		0.2902702		0.4712209		0.414754		0.4261284
0.2309451		0.4842204		0.2900768		0.4711436		0.4148593		0.425879
0.2307913		0.4842142		0.2895796		0.4710698		0.4148072		0.4256199
0.2304845		0.4842094		0.2896397		0.470983		0.4147495		0.4253618
0.2302927		0.484205		0.2893128		0.4709045		0.4145847		0.4251102
0.230179		0.4842017		0.2892269		0.4708245		0.4142705		0.4248427
0.2300195		0.4841995		0.2888519		0.4707498		0.414267		0.4245922
0.2298485		0.4841969		0.2885511		0.4706657		0.4139854		0.4243392
0.2294855		0.4841951		0.2882267		0.4705846		0.4139097		0.4241052
0.2291327		0.4841934		0.2883314		0.470512		0.4138275		0.4238883
0.2289062		0.4841906		0.2879251		0.4704388		0.4136812		0.4236817
0.2287329		0.4841889		0.2879114		0.4703755		0.4137627		0.4235152
0.2286301		0.484185		0.287465		0.4703086		0.4137845		0.4233579
0.2285414		0.4841798		0.2876728		0.4702313		0.4135504		0.4232305
0.228425		0.4841725		0.2878707		0.4701619		0.4133425		0.4231074
0.2281285		0.484165		0.2880642		0.4700913		0.4132102		0.4229975
0.227962		0.4841549		0.2885833		0.4700316		0.4132805		0.4229044
0.2278554		0.4841433		0.2884172		0.4699764		0.4133254		0.4227991
0.2276808		0.4841316		0.2884711		0.4699152		0.4133396		0.4227204
0.2274857		0.4841196		0.2878764		0.46986			0.4131911		0.4226467
0.2272342		0.4841067		0.2880877		0.4698063		0.4131165		0.4225673
0.2270149		0.4840948		0.2882421		0.4697636		0.4129138		0.4225134
0.2268344		0.484082		0.2888474		0.4697309		0.4128482		0.422448
0.2266381		0.484068		0.2890299		0.4697062		0.4126299		0.4223742
0.2263965		0.4840546		0.2895982		0.4697031		0.4124843		0.4222963
0.2262042		0.484043		0.2892606		0.469708		0.4120945		0.4222005
0.2259455		0.4840282		0.2891362		0.4697315		0.4119316		0.4221043
0.2257967		0.4840139		0.2890859		0.469767		0.4118288		0.4219894
0.2254705		0.4839986		0.2883656		0.4698129		0.4118421		0.4218635
0.2251582		0.4839849		0.2881661		0.4698753		0.4115224		0.4217252
0.2248684		0.4839684		0.2882521		0.4699365		0.4114873		0.4215832
0.2247795		0.4839496		0.2879958		0.4700021		0.4114931		0.4213812
0.2245207		0.4839286		0.2882706		0.4700673		0.4112767		0.4211798
0.2243645		0.4839068		0.2881772		0.4701174		0.411009		0.4209361
0.2242794		0.4838847		0.2883454		0.4701697		0.4109851		0.4206792
0.22405			0.4838597		0.2881797		0.4702049		0.4108651		0.4204269
0.2239823		0.4838344		0.2873467		0.4702089		0.410939		0.4201477
0.2239905		0.4838087		0.2870993		0.4702088		0.4109707		0.4198534
0.2239439		0.4837802		0.2871162		0.4701966		0.410667		0.4195555
0.2238529		0.4837522		0.2870032		0.4701771		0.4105397		0.4192471
0.2237885		0.4837248		0.2866767		0.4701511		0.4102578		0.4189661
0.2237504		0.483696		0.2865731		0.4701196		0.4102069		0.4186908
0.2236282		0.483667		0.2866686		0.4700837		0.4100102		0.4184358
0.2235695		0.4836386		0.2867027		0.4700575		0.4099692		0.4181876
0.2234665		0.4836096		0.2861313		0.4700397		0.4098725		0.4179603
0.2233047		0.4835792		0.2857851		0.4700296		0.4096689		0.4177504
0.223103		0.4835492		0.2857905		0.4700315		0.4094656		0.4175533
0.2230914		0.4835196		0.2856921		0.470035		0.4093872		0.4173718
0.2229224		0.4834897		0.2850013		0.4700349		0.4090466		0.4172016
0.2224013		0.4834599		0.2853064		0.4700405		0.4090007		0.4170611
0.2221964		0.48343			0.2850004		0.4700451		0.4086734		0.4169203
0.2221562		0.4833999		0.2847291		0.4700431		0.4088173		0.4167847
0.2219435		0.4833701		0.2844113		0.4700391		0.4086601		0.4166707
0.2218161		0.4833396		0.2838604		0.4700259		0.4085871		0.4165433
0.2215788		0.4833099		0.282845		0.4700039		0.4086887		0.4163978
0.2210243		0.4832804		0.2827368		0.469983		0.4087925		0.4162589
0.2205849		0.4832508		0.2823319		0.4699571		0.4087241		0.4161259
0.2202272		0.4832194		0.2824764		0.4699208		0.4086401		0.4159886
0.2200412		0.4831887		0.2823962		0.4698782		0.4083716		0.4158338
0.2196806		0.4831569		0.2824457		0.4698372		0.4082128		0.4156863
0.219434		0.4831253		0.2824487		0.4698049		0.4081865		0.415539
0.2191139		0.4830944		0.2821394		0.4697704		0.4080659		0.4153676
0.2188469		0.483064		0.2820868		0.469743		0.4082374		0.4152172
0.2184658		0.4830332		0.2819256		0.4697116		0.4079676		0.4150477
0.2181597		0.4830041		0.2816842		0.4696881		0.4076931		0.4148739
0.217732		0.4829767		0.2818186		0.4696856		0.4075442		0.4147332
0.2172757		0.4829515		0.281938		0.4696826		0.4075021		0.4145729
0.2170445		0.4829277		0.2813966		0.469692		0.4074269		0.414429
0.2169417		0.482905		0.28145			0.4697023		0.4074931		0.4142994
0.2168177		0.4828837		0.2813632		0.4697196		0.4072485		0.4141756
0.2166234		0.4828648		0.2813716		0.4697464		0.4072841		0.4140673
0.2161926		0.4828474		0.2811195		0.469777		0.4069798		0.4139669
0.2160243		0.482833		0.2811295		0.46981			0.4070379		0.4138695
0.2159006		0.48282			0.2812293		0.469836		0.4067124		0.4138007
0.2156739		0.4828086		0.2812468		0.4698579		0.4067961		0.4137371
0.2153968		0.4827966		0.2812615		0.4698706		0.4068025		0.4136783
0.2151911		0.4827864		0.2810639		0.4698851		0.4067003		0.4136514
0.2150518		0.4827777		0.2812858		0.4698973		0.4065955		0.4136179
0.2149695		0.4827688		0.2809763		0.4699006		0.4064051		0.4136272
0.2148011		0.4827619		0.2811282		0.4699006		0.4063036		0.4136069
0.2146195		0.4827563		0.2803463		0.469893		0.4061618		0.4135944
0.2143598		0.4827528		0.2804657		0.4698802		0.4061614		0.413562
0.2141118		0.4827472		0.2803622		0.4698692		0.4059734		0.4135067
0.2139338		0.4827439		0.280394		0.4698506		0.4057361		0.4134579
0.2136339		0.4827412		0.2803433		0.4698384		0.4056596		0.4133904
0.2133012		0.4827375		0.2803931		0.4698147		0.4055373		0.4133101
0.2131057		0.4827335		0.2800943		0.4697906		0.4054617		0.4131882
0.2129228		0.4827288		0.2798378		0.4697691		0.405629		0.413042
0.212755		0.4827241		0.2796262		0.469742		0.4053202		0.4128854
0.2125438		0.4827179		0.2794862		0.4697041		0.4051771		0.4127207
0.2122443		0.4827106		0.2792932		0.4696659		0.4052978		0.4125401
0.2121736		0.4827002		0.2791556		0.4696238		0.4053211		0.4123571
0.2120144		0.4826885		0.2788002		0.4695659		0.405214		0.4121656
0.2117859		0.4826754		0.2784127		0.4695135		0.4049907		0.4119868
